ChIJo9KAGc7xaS4RM2BiNMV7deY;Sangat menyenangkan staycation disini bersama keluarga, saat tahun baru kemarin. Makanan saat gala dinner cukup lengkap dan enak.  Kamar yang kami tempati ada di lantai 25, bersih dan nyaman, senang sekali karena kami dapat jendela besar (dengan dudukan jendela yang lebar) dengan view ke kolam renang dan jalan besar. Beruntungnya kami saat pergantian tahun hanya stay di kamar tapi kami bisa menyaksikan kembang api via jendela kamar.  Hanya saja ada minusnya, untuk kamar kami tidak kedap suara. Jadi kami bisa mendengar suara dari kamar sebelah.  Sarapan pagi sangat beragam dan enak.  Ohya, lebih happy lagi hotel ini terdapat Mall & terintegrasi dengan MRT Lebak Bulus.;4
ChIJo9KAGc7xaS4RM2BiNMV7deY;Hotel dengan akses terbaik di Jakarta Selatan  Belum bisa move on dari pengalaman staycation di penghujung tahun 2023. Hospitality yang dimiliki oleh hotel @grandwhizpoins ini sangat mengesankan.  Gak nyangka ternyata hotel ini miliki keunggulan  sebagai satu-satunya hotel di Jakarta yang terintegrasi dengan stasiun MRT LB. Bulus.  Bagi tamu hotel yang memiliki mobilitas tinggi, menginap di @grandwhizpoins adalah solusi terbaik karena untuk mencapai kawasan pusat bisnis di Sudirman-Thamrin bisa ditempuh dalam waktu kurang dari 30 menit.  Kemudian keunggulan lainnya hotel ini juga satu gedung dengan pusat niaga penjualan komputer Poins Square dan tidak jauh dari kawasan elit Pondok Indah.  Jadi kapan mengagendakan untuk staycation di @grandwhizpoins ?;5
ChIJo9KAGc7xaS4RM2BiNMV7deY;aku booking family executive room. bagus dan luas banget. fasilitas lengkap. jadi satu sama mall poins square. ada kolam renang. dapurnya lengkap ada kulkas, dispenser, microwave. 2 kamar tidur , meja makan, ruang tv, 2 toilet. pas banget buat staycation bareng keluarga.;5
ChIJo9KAGc7xaS4RM2BiNMV7deY;Spending New Year's Night 2024 di sini... Room nya luas tapi kamar mandinya entah kenapa koq kecil banget. New year's dinner nya enak dan makanan sangat banyak variasinya tapi sayang ga ada fireworks seperti yang sebelumnya diinfokan di paket New Year's Night.;4
ChIJo9KAGc7xaS4RM2BiNMV7deY;Lokasi strategis, dekat MRT, pool damri, di dalam juga terintegrasi dengan Mall. Makanan buffet rasanya enak dan lengkap menunya. Staff hotel ramah dan sangat help full. Ukuran kamar menurut saya agak kecil namun memiliki kamar mandi yang unik dan view City yang bagus.  Namun yang sangat mengganggu adalah Parkir yang katanya sudah di by pass ternyata ketika keluar di gate masih di CHARGE FULL, sehingga kami harus mundur dan minggir untuk mengurusnya dahulu, padahal saya sudah menanyakan ke petugas hotel terkait ini, dan sudah mendaftarkan nomor mobil saya saat reservasi. Experience yang baik yg sudah dibangun sebelumnya jadi berkurang karena hal sepele seperti ini. Mohon utk management utk ditingkatkan lagi terkait parkir ini, karena setau saya ada beberapa yang mengalami hal yg sama. Terimakasih;4
ChIJc3HhEm_xaS4R2QvcEkJFQ54;Kamar : 4/5 cukup luas namun pencahayaannya kurang.  pelayanan : 5+++++/5 pelayanan di hotel Grandhika Iskandarsyah sangat memuaskan dan semua karyawan/pegawainya ramah2 shg membuat kita merasa lebih nyaman. Terkhusus utk Pak Syam, terima kasih sudah mengingat kami. sehat2 selalu ya Pak 😊 Menu sarapannya juga bervariatif dan enak, namun utk menu trasional masih sekitaran menu jawa, coba explore lagi seperti makanan khas sumatera atau pulau2 yg lain.  lokasi : 5/5 dekat dari dan atau kemana-mana.;5
ChIJc3HhEm_xaS4R2QvcEkJFQ54;Hotel strategis di kawasan blok m, kamarnya luas dan nyaman. Dengan harga yang worth it, dan pelayanan yang sangat ramah oleh mba tika yang sangat membantu. Pasti balik lagi sih. Thank you;5
ChIJc3HhEm_xaS4R2QvcEkJFQ54;Hotel yang cukup nyaman untuk mengadakan meeting, menu snack dan makanan enak. Saran : pencahayaan di ruang meeting mungkin perlu di setting ulang, agar lebih sip dan pas.  Amenities standar, kamar bersih, teh kopi standar, suasana di kamar nyaman. Namun untuk ukuran kamar hotel terkesan sangat sempit huhuhu. Atau mungkin karena sekamar berdua dan twin bed? Untuk sholat dan taruh tas rasanya kurang longgar.  So far all is good.;4
ChIJc3HhEm_xaS4R2QvcEkJFQ54;Hotel berbintang 4 dengan pelayanan seperti dibintang 5. Para staff dan security nya sangat ramah. Saya pesan yang deluxe, kamarnya bersih dan besar (Alhamdulillah ada space buat sholat dan ada tanda kiblatnya).  Lokasi sangat dekat dengan Pasaraya Blok M. Tapi juga dekat dengan semua tempat yang ada di Blok M termasuk akses MRT. Very recommended👍🏽;5
ChIJc3HhEm_xaS4R2QvcEkJFQ54;Pelayanan yang sangat baik oleh mas syam front desk, dan staf hotel lainnya yang jujur dan amanah, barang yang tertinggal 2 hari masih aman dan mudah diambil kembali.;5
ChIJ46tEGz_0aS4RNC43pQictWE;Ternyata banyak sekali nama Alia sebagai nama hotel, kayaknya chain dari hotel ini. Ruangan oke banget, tapi memang tidak ada kolam tenangnya. Ini juga semacam hotel syariah yang cuma ngebolehin kamu stay sama pasangan yang sudah halal. Lokasi sangat well di pusat kota dan deket dengan mana2. Tapi sarapannya B aja, mending jajan di luar. Harga oke mulai dari 500rb utk kamar deluxe twin.;5
ChIJ46tEGz_0aS4RNC43pQictWE;Kamar besar nyaman, bed besar, atmosfer bagus. Breakfast variatif & cita rasanya oke. Lokasi di pusat kota mudah kemana2;5
ChIJ46tEGz_0aS4RNC43pQictWE;Saya sangat suka hotel ini, lokasi tengah kota, strategis namun suasananya sangat nyaman. Setiap Dinas/Tugas ke Jakarta saya selalu menginap disini. Kamarnya bersih dan luas, suasana nya Agamis. Lokasi Jln. Cikini Raya Menteng Jakarta DekatvTaman Ismail Marzuki;5
ChIJ46tEGz_0aS4RNC43pQictWE;Hotel ini namanya hampir sama dgn hotel gren alia yg dekat senen..nggak tau sbnrnya ini cabangnya atau gmn..hehehe. Hotel yg berlokasi tepat di depan Taman Ismail Marzuki, sangat strategis posisinya yg dekat dgn TIM, stasiun cikini, pasar cikini, kawasan menteng dan patung pak tani. Breakfastnya enak. Waktu saya menginap lagi ramai jd tempat makannya penuh wkt sarapan. Menurut saya lift nya kurang besar walau ada 2 lift. Ada kolam renang dan mesjid. Pegawainya ramah.  Secara umum untuk kamar tidurnya oke. Tempat tidurnya nyaman, kamar mandi cukup luas, ada hairdryer, kamar cukup luas cocok utk keluarga menginap. Harga kamar terjangkau. Terima kasih;5
ChIJ46tEGz_0aS4RNC43pQictWE;Seperti yg sudah² saat ada kegiatan di Jakarta, Alia Grup selalu menjadi pilihan pertama salah satunya hotel Gren Alia Cikini ini.....kenyamanan, pelayanan, keramahtamahan karyawannya,  keamanan, privasi & yg paling utama Prinsip Syariah yg diterapkan sangat sesuai dgn saya, walaupun sbg non muslim sy merasa cocok banget. Oh iya....makanannya enak, apalagi sarapannya. Terimakasih Alia Grup....sukses selalu & semakin maju. Salam....;5
ChIJNY8xtXn2aS4RiD0Pd8q5iq8;Awal ke sini pesan paket fullboard dari kantor, kesannya oke banget karena makanannya enak2 semua, bahkan sempat makan malam dikasih nasi kebuli lengkap wow. Kamar meskipun agak berumur tapi cukup nyaman cukup bersih. Tapiii kedua kali ke sini kesannya kurang baik. Lagi banyak renovasi sana sini, breakfast jadi outdoor dan PANAS BGT ya ampun ini Jakarta yaaa menurut saya ga usah ide macem2 segala bikin breakfast outdoor karena sangat tidak nyaman. Terus taste makanannya juga berkurang bgttt, kalo dulu enak2, sekarang jadi biasa aja cenderung kurang enak (temen kantorku yg lain juga pada bilang begitu). Dan yg bikin kesal lagi di kamar SUSAH SEKALI COLOKAN. Colokan hanya ada di 1 sisi ruangan saja. Dekat tempat tidur ga ada, di sisi2 lainnya juga ga ada. Jadi susah mau charge hp dan colok setrikaan.;3
ChIJNY8xtXn2aS4RiD0Pd8q5iq8;Kamarnya nyaman, bersih, modern. Sayang lorong lantai nya panas tanpa ac. Sarapannya biasa aja, pilihannya juga dikit. Krn lagi renov jadi banyak debu dan suara alat2. Kayanya kurang SDM deh, resepsionis 2 orang, keliatan riweuh melayani antrian yg mau cekin. Di tempat sarapan juga cuma ada 2 orang, terlihat pada sibuk. Jd ga enak juga pas mau ngingetin ada menu bubur ayam tp ga ada ayamnya haha. Roomservice nya super slowrespon, dari pagi minta tambahan air mineral, ga dikasih, siangnya minta ke resepsionis, katanya nanti dianter, sore telp room servis lagi dan ga lama baru dianter. Laundry servicenya gercep dan ramah. Mungkin akan cari tempat lain lagi nextime.;3
ChIJNY8xtXn2aS4RiD0Pd8q5iq8;Sampai hotel jam 12, tapi sudah boleh masuk kamar, padahal check-in jadwalnya jam 14. Good job!  Paginya checkout jam 5.30, jadwal sarapan jam 6, minta disediakan take away langsung disiapkan dengan cepat. Nice!  Ada masjidnya di antas lantai 1 dan ada sholat jamaah lima waktu. Alhamdulillah!;5
ChIJNY8xtXn2aS4RiD0Pd8q5iq8;Nginap disini 2 malam 650ribu per malam. Under massive renovation, jadi pekerjaan disana sini. Jadinya harga terasa kemahalan utk fasilitas dan servis yg ada. Kamar biasa saja terkesan sdh agak berumur. Staf tidak terlalu banyak jadinya seperti melakukan semuanya sendiri. Sarapan tidak bervariasi, bahkan tidak ada egg station. Sepertinya ada omelet tapi 2 kali sarapan selalu kehabisan dan tidak diisi lagi sampai kami selesai makan. Ada masjid, bisa sholat jamaah;2
ChIJNY8xtXn2aS4RiD0Pd8q5iq8;Pengalaman menginap di Gren Alia Hotel Cikini Jakarta menyenangkan. Hotel syariah ini di kamarnya terdapat sajadah dan Al-Qur'an. Cocok untuk keluarga. Kamar kami 612 nyaman dan bersih, harga terjangkau, fasilitas memadai. Alhamdulillah kami sekeluarga mengikuti dauroh Ust Raehanul Bahraen disana sangat berkesan, anak2 pun oleh panitia ada aktivitas melukis celengan dan tas, serta membuat terarium (dan terariumnya ketinggalan di kamar pas check out) hehe. Syukron jazakumullahu khairan Hotel Gren Alia.;5
ChIJoeutLAX0aS4RIiPpZX0X5dc;Salah satu tempat kost yang bagus, kayak hotel juga, jadi pake kartu, gausah takut barang hilang juga. Ada kulkas bersamanya, deket sama banyak tempat makan dan juga transportasi umum. Worth the price pokoknya✨;5
ChIJoeutLAX0aS4RIiPpZX0X5dc;Lokasi mudah di jangkau kendaraan,ramai,kuliner gampang,sebelah banget ada minimarket. Room bersih,tp sprei nggak bisa minta ganti,kl mau ganti harus pake punya sendiri,bantal bau,kasur sudah waktunya ganti,udah jeggong sana sini,Sering berisik dilantai bawah kayak orang berantem. Saran aku,kl mau stay agak lama,jangan lupa bawa sprei dan handuk juga,karena gak di sediakan handuk. Dan satu lagi,pas baru masuk kamar jangan lupa foto semua kondisi,karena peraturannya buanyak buangettt;4
ChIJoeutLAX0aS4RIiPpZX0X5dc;"Kosan seharga 3 juta/bulan tapi terlalu banyak aturan, sampai kalau ada istri saya yg datang saya tetap ditagih 600 rb/ orang.  - Terlalu banyak aturan di kosan - Kosan gelap,pencahayaan sangat buruk jam stengah 6 subuh lampu lorong dimatikan sama yg punya - air panas jam 10 malam saya mandi udah gak bisa - kamar dibersihkan tanpa pemberitahuan dan izin sehingga no privacy. - dengan harga 3 juta/bulan masih harus bayar token listrik :"")  Bentar liat kalau uang deposito saya balik.";1
ChIJoeutLAX0aS4RIiPpZX0X5dc;Bagus. Dapat air mineral gelas, peralatan mandi lengkap, clean service setiap pagi, Kamar cukup nyaman, Fasilitas lengkap berfungsi dengan baik. Dekat dengan minimarket dan warung makan. harga cukup worth it. Kurangnya Wifi agak lambat saja. lorong agak gelap. handuknya agak kasar menurut saya. sinyal agak jelek di kamar.;5
ChIJoeutLAX0aS4RIiPpZX0X5dc;Stay buat 3 malem tanggal 5-8, tiba2 digedor disuruh check out padahl masih tanggal 7.  Maksa buat liat voucher. Udah dikasi liat terus malah bilang harus check out sebelum jam 12. Karena kita mau tutup.Yah kita juga tau check out jam 12. Tapi penyampaian Salah satu staffnya terlalu ketus Dan ga ramah. Padahal termasuk rekom kalo liat review nya. Ternyta beda banget!;1
ChIJmVlhKSLyaS4RztIQsiSJPnY;Lokasi gak jauh dr rumah inimah ,lokasi masuk dr pinggir jalan raya Terbilang strategis juga sih emang Cuma kalo diliat biasa aja ,menurut saya ya Perdana kesini juga karena ada kondangan;4
ChIJmVlhKSLyaS4RztIQsiSJPnY;Baru dekoran disini dan sangat rekomendasi bgt buat wedding/lamaran di Griya Patria 👍🏻  Tempatnya bagus banyak pohon2 besar dan cantik, parkiran luas dan homie banget, ada ruang khusus keluarga jg 👏🏻  Penginapan jg masih satu lingkungan, jd gak terlalu jauh ke venue 🫶🏻  Untuk kamu yang butuh dekorasi bisa menghubungi kami melalui IG @gaweyanku;5
ChIJmVlhKSLyaS4RztIQsiSJPnY;Kolam renang ga tau ada bekung atau keramik yang pecah habis renang kaki pada berdarah tolong di perhatikan untuk pengelola;1
ChIJmVlhKSLyaS4RztIQsiSJPnY;Griya patria tempat yg homy banget krn berasa ddalam lingkungan yg asri sejuk banyak pohonan.. Cocok buat wedding party yg simple...;5
ChIJmVlhKSLyaS4RztIQsiSJPnY;Tempat utk resepsinya nyaman,utk tema indoornya jg bagus,santai, cateringnya jg enak ,pokoknya mantab deh,Dateng ksini jg dpet undangan dr saudara;5
ChIJ80e5gPjxaS4R5Zsmoq0WBB4;Dekat klw kemana2, pelayanan oke, apalagi mas Rahmat petugas receptions dia sangat membantu saya saat liburan di Jakarta;5
ChIJ80e5gPjxaS4R5Zsmoq0WBB4;Sangat strategis , pelayanan sangat memuaskan ,nyaman banget hotel nya;5
ChIJ80e5gPjxaS4R5Zsmoq0WBB4;PELAYANANNYA SANGAT TIDAK RAMAH BINTANG 1 DENGAN MAS RECEPTIONIST.;1
ChIJ80e5gPjxaS4R5Zsmoq0WBB4;Suka dengan pelayanan di sini,staff ramah semua dan baik;5
ChIJ80e5gPjxaS4R5Zsmoq0WBB4;Tempat nyaman dekat dengan blokm square rekomendasi bgt buat anak Jaksel segera merapat sraff nya semuanya ramah pokok nya luar biasa;5
ChIJZU1gfrL1aS4Rkt2kp63D5JE;Hi Hotel, lokasinya sangat strategis di sekitaran pasar senen Jakarta, dekat dengan halte busway dan stasiun pasar senen. Lokasinya satu komplek dengan pasar senen jaya.  Pelayanan sangat bagus mulai dari security, reception sampai waiters semuanya baik dan tanggap. Respon cepat.  Kamar, standart kamar bintang 3 pada umumnya namun view dari kamar cukup bagus karena mendapatkan view cityscape Jakarta.  Breakfast mungkin bisa lebih di improve lagi pelayanannya, dan juga bisa diberi menu makanan yg lebih variatif tentunya.  Overall kalau dicompare dari segi harga, pelayanan dan kualitas saya beri rating 4,5/5.  Sangat direkomendasikan.;5
ChIJZU1gfrL1aS4Rkt2kp63D5JE;Security kurang welcome  .parkirnya gilak gaes gw nginep di hi hotel nya pas mau masuk cek i  jam 11 mlm an udah curiga pake manual  nah pas mau kluar tuh mbak mbak yg jaga pintu kluar parkir nanya ini dr kapan pak, waduh dah ga bener nih, gw jawab mba kita nginep dihotel hi biasanya kan a bayar, kata mb nya oh ini ga ada cop nya klo ada cop nya gratis ,lah kenapa pihak hotel diem baee, anjaayy, trus mba nya mulai ngitung pake jari ,dan bilang ini bayarnya 89 rb bu ,hah gilak mahal banget mba ,sinj cb gw itung lagi, bodo amat dah tuh dibelakang mobil antri, ehh abis tu mba nya bilang yaudah ibj adanya berapa sini gpp ,suami gw mai kasih aja 60rb ,gilak ga tuh anjaaaayy udah hotel jalan masuk nya ga jelas masuk ke pasar2 segala sempit banget ya Allaahh, klo masalah kamar mah udah kaya kosan aja tuh , Ac dingin lumayan ,cuman ini parkir pungli sih menurut gw;4
ChIJZU1gfrL1aS4Rkt2kp63D5JE;Review jujur! Puass banget nginep disini lokasi strategis depan stasiun&pasar banget sesuai nama hotelnya jadi deket kemana2 dan gak susah nyari makanan. Meskipun dapet kamar yg gak ada jendela jd gak bisa liat view tp gpp. Ada air galon di lorong hotel jd gak susah kalo pengen minum secara aku bawa anak banyak. Sarapan enaaaaaaaak dan banyak pilihannya, dapet welcome drink juga. Next klo ke Jakarta lagi nginepnya pasti disini. Makasih ya 😘😘😘😘;5
ChIJZU1gfrL1aS4Rkt2kp63D5JE;Tempat strategis, ke stasiun, pasar, mall tinggal jalan kaki. Lokasi nempel dengan pasar Senen. Kamar nyaman, petugas ramah. Kalau malam depan gerbang banhak penjual baju jadi pintu masuk ga terlihat;5
