ChIJIxPwyuTzaS4RkM8-JkFlovw;"note : untuk bapak/ ibu Manjemen dan jajarannya tolong di perbaiki untuk penerimaan pesanan makanan atau pun barang dari e-commerce, disediakan penitipan barang/makanan, baik untuk hotel ataupun apartemen, tidak saling melempar tanggung jawab satu dengan yg lain (security atas dan  bawah tidak ada yg mau terima, padahal semua sudah jelas, nama, unit, atau room). Masalah hal sepele jadi merugikan semuanya baik pemesan ataupun pengantar . Yg seharusnya mudah menjadi dipersulit dengan birokrasi keduabelah pihak ( hotel dan apartemen). Mudah""an kedepan lebih baik. Salam santun.. 🙏🙏🙏  masih ajh kaya gini ga ada perbaikan sama sekali..,ribetttt";1
ChIJIxPwyuTzaS4RkM8-JkFlovw;Oakwood tempat nya bagus parkiran nya luas tapi sayang bayar parkir nya hanya megunakan kartu Flesh bca dan tidak bisa bayar pake kartu e, money tolong semua kartu parkir bisa kasiyan sama driver kalo engga ada uang cash;5
ChIJIxPwyuTzaS4RkM8-JkFlovw;Tempatnya cukup terawat, akses lift jg tidak terlalu lama hanya temboknya agak tipis, suara dr sebelah cukup terdengar.;3
ChIJIxPwyuTzaS4RkM8-JkFlovw;Ruang pertemuan yg bersih. Tata pencahayaan di koridor dan beberapa sudut ruang sangat luar biasa. Sebuah perpaduan antara estetis dan hemat energi...luar biasa.;5
ChIJIxPwyuTzaS4RkM8-JkFlovw;Saya mendapat pengalaman berharga dengan merasakan sensasi kenyaman menginap di hotel ini. Kamar yang disediakan sangat nyaman dan bersih. Fasilitas yang disediakan sangat lengakap.Pelayanan yang diberikan sangat pas dan para staf sangat ramah dan sabar. Lokasi hotel ini sangat cocok untuk anda yang hanya sekedar istirahat dari penatnya keseharian bekerja dengan memanjakan diri atau menginap karena singgah.  I had nice experince and healing holiday here.;5
ChIJ03EqK23xaS4RKclf6Hb7zzw;"Khusus buat security tolong jangan pasang muka cuek/kurang enak. kami ojol juga tamu walau hanya sebatas ngantar makanan/paket.....Buat pihak apartemen tolong didik lagi satpamnya supaya ramah ke driver, saya sudah nanya baik"" dengan sopan tpi jawabannya cuek,,,";1
ChIJ03EqK23xaS4RKclf6Hb7zzw;staycation di sini super nyaman banget, kamar luas, peralatan semua lengkap, kamar mandi juga luas + dpt view yang bagus dan bisa liat city view juga, untuk staffnya juga ramah-ramah dan pelayanannya mantap 👍🏻;5
ChIJ03EqK23xaS4RKclf6Hb7zzw;Saya sangat senang saat melakukan reservasi disini. Terutama dengan resepsionisnya yang bernama Silva. Sangat ramah dan terlihat cantik. Semua pekerjanya sopan dan menarik. Pelayanan mereka juga sangat profesional. Saya pasti akan menginap di lain waktu lagi 🤗🤗;5
ChIJ03EqK23xaS4RKclf6Hb7zzw;saya sangat menikmati stay di oakwood, apalagi pelayanan pada saat check in dengan receptionist yang sangat ramah,  juga ganteng, wangi dan asik, seingat saya reception tsb namanya bapak jerry. untuk kamarnya juga oke sekali, membuat saya ingin datang ke hotel ini lagi. thank you maju terus oakwood!!;5
ChIJ03EqK23xaS4RKclf6Hb7zzw;Pelayanan yang ramah dari mas Jeremy dan teman-teman. Kamarnya juga nyaman dan bersih, fasilitas juga lengkap. Hotel juga dekat dengan fasilitas atau transportasi umum.;4
